instruction,category,intent
me gustaría llamar al servicio de atención al cliente cómo puedo hacerlo,CONTACT,contact_customer_service
editar información en la cuenta tipo_cuenta,ACCOUNT,edit_account
crear una cuenta premium para la esposa,ACCOUNT,create_account
puedes ayudarme a comprobar la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
llamo para presentar una reclamación contra su empresa,FEEDBACK,complaint
tengo problemas con la cancelación de una cuenta tipo_cuenta,ACCOUNT,delete_account
tengo que cancelar la suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
ayúdenme a ver qué opciones de pago están disponibles,PAYMENT,check_payment_methods
ya no quiero comprar numero_pedido,ORDER,cancel_order
necesito ayuda para realizar una reclamación de consumo,FEEDBACK,complaint
ayúdame a ganar varios de tus artículos,ORDER,place_order
llamo para saber cuándo llegará mi producto,DELIVERY,delivery_period
necesito ayuda para editar la dirección,SHIPPING,change_shipping_address
quiero saber cuándo puedo esperar mi entrega ayúdenme,DELIVERY,delivery_period
no sé qué tengo que hacer para descargar la factura n 12588,INVOICE,get_invoice
podrías ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order
ayúdame a ver tus opciones de pago permitidas,PAYMENT,check_payment_methods
ayuda a dejar comentarios sobre tu empresa,FEEDBACK,review
tengo que usar el perfil tipo_cuenta puedo obtener ayuda,ACCOUNT,switch_account
ayuda para comprar varios artículos,ORDER,place_order
quiero ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
he pagado simbolo_moneda monto_reembolso por estos artículos y quiero ayuda para obtener un reembolso,REFUND,get_refund
no sé qué hacer para hablar con un operador,CONTACT,contact_human_agent
necesito ayuda para reportar problemas con el pago en línea,PAYMENT,payment_issue
intento averiguar en qué situaciones puedo solicitar reembolsos,REFUND,check_refund_policy
problema de actualización de la dirección,SHIPPING,change_shipping_address
ayuda para solucionar problemas con pagos en línea,PAYMENT,payment_issue
he cometido un error quiero editar el pedido numero_pedido,ORDER,change_order
no sé qué debo hacer para recuperar mi contraseña de usuario,ACCOUNT,recover_password
tengo un problema al cancelar la compra numero_pedido,ORDER,cancel_order
no sé cómo puedo obtener mi factura de nombre_persona,INVOICE,get_invoice
no puedo crear una cuenta notificar problemas de registro,ACCOUNT,registration_problems
sería posible eliminar una cuenta de tipo_cuenta,ACCOUNT,delete_account
qué debo hacer para eliminar mi cuenta estándar,ACCOUNT,delete_account
llamo para comprobar cuánto tarda en llegar mi envío,DELIVERY,delivery_period
quiero escribir una reseña sobre un producto,FEEDBACK,review
puedes ayudarme a hablar con alguien,CONTACT,contact_human_agent
ayúdame a editar el pedido numero_pedido,ORDER,change_order
ayúdame a ver la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order
problema con la eliminación de una cuenta tipo_cuenta,ACCOUNT,delete_account
dónde está el pedido numero_pedido,ORDER,track_order
necesitamos presentar una reclamación de consumidor contra su organización,FEEDBACK,complaint
usar la cuenta tipo_cuenta,ACCOUNT,switch_account
puedes ayudarme a recuperar la clave de mi usuario,ACCOUNT,recover_password
ya no puedo permitirme comprar numero_pedido,ORDER,cancel_order
necesito informar sobre un problema de registro,ACCOUNT,registration_problems
ayúdame a recibir el boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
no sé cómo puedo enviar mis comentarios sobre sus productos,FEEDBACK,review
tengo que ver las penalizaciones por salida anticipada,CANCEL,check_cancellation_fee
necesito a alguien,CONTACT,contact_human_agent
ayuda para comprar un artículo,ORDER,place_order
quiero ayuda para ganar varios de sus artículos,ORDER,place_order
no sé qué hacer para hablar con un agente en vivo,CONTACT,contact_human_agent
podrías ayudarme a ver el maldito cargo por cancelación,CANCEL,check_cancellation_fee
quiero ayuda para suscribirme a tu boletín informativo,SUBSCRIPTION,newsletter_subscription
necesito ayuda para descargar la factura n 00108,INVOICE,get_invoice
cambio a cuenta oro,ACCOUNT,switch_account
modificando la información en la cuenta tipo_cuenta,ACCOUNT,edit_account
puedo editar el pedido numero_pedido,ORDER,change_order
ayúdenme a cancelar el pedido numero_pedido,ORDER,cancel_order
quiero ayuda para escribir una reseña sobre sus productos,FEEDBACK,review
necesito ayuda para presentar una reclamación de cliente contra su empresa,FEEDBACK,complaint
es posible recuperar la contraseña de mi perfil de usuario,ACCOUNT,recover_password
necesito ayuda para crear una cuenta premium,ACCOUNT,create_account
no sé qué tengo que hacer para eliminar una cuenta tipo_cuenta,ACCOUNT,delete_account
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
dónde puedo notificar un problema con el pago,PAYMENT,payment_issue
creación de una cuenta freemium,ACCOUNT,create_account
estoy intentando presentar una queja contra su organización,FEEDBACK,complaint
asistente de contacto,CONTACT,contact_human_agent
dónde puedo encontrar la factura número 12588,INVOICE,check_invoice
es posible ver las penalizaciones por retirada,CANCEL,check_cancellation_fee
tengo que buscar mis malditas facturas de nombre_persona,INVOICE,check_invoice
ayúdame a comprobar las opciones de pago disponibles,PAYMENT,check_payment_methods
problema de registro del informe,ACCOUNT,registration_problems
necesito ayuda para exigir la restitución de mi dinero,REFUND,get_refund
tengo que conseguir la factura 37777 cómo lo hago,INVOICE,get_invoice
quiero ayuda para ver las penalizaciones por rescisión,CANCEL,check_cancellation_fee
actualizar detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account
dónde puedo informar de problemas con el registro,ACCOUNT,registration_problems
cómo recibir tu boletín informativo,SUBSCRIPTION,newsletter_subscription
llamo para comprobar cuánto tarda en llegar el pedido,DELIVERY,delivery_period
necesito ayuda para ver la factura n 00108,INVOICE,check_invoice
cómo editar el pedido numero_pedido,ORDER,change_order
ayuda para comprobar en qué casos puedo solicitar un maldito reembolso,REFUND,check_refund_policy
puedo cambiar algunos artículos del pedido numero_pedido,ORDER,change_order
ayuda para adquirir algunos de sus artículos,ORDER,place_order
no puedo cancelar mi suscripción a su boletín informativo,SUBSCRIPTION,newsletter_subscription
quiero ayuda para comprobar la penalización por rescisión,CANCEL,check_cancellation_fee
ayuda para enumerar tus opciones de pago permitidas,PAYMENT,check_payment_methods
mi tarjeta no funcionaba necesito ayuda para reportar problemas de pago,PAYMENT,payment_issue
tengo que ver su política de reembolsos,REFUND,check_refund_policy
puedes ayudarme a consultar el estado del pedido numero_pedido,ORDER,track_order
quiero ayuda para notificar problemas con un registro,ACCOUNT,registration_problems
actualizar información en la cuenta platino,ACCOUNT,edit_account
no sé cómo puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
ayuda para recuperar la clave de acceso de mi cuenta de usuario,ACCOUNT,recover_password
qué debo hacer para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
restablecer la clave de acceso de mi cuenta,ACCOUNT,recover_password
cambiar datos en la cuenta tipo_cuenta,ACCOUNT,edit_account
ayuda para saber cuándo puedo esperar el envío,DELIVERY,delivery_period
dónde puedo recuperar el pin de mi usuario,ACCOUNT,recover_password
quiero ayuda para solicitar reembolsos,REFUND,get_refund
no sé cómo comprobar los métodos de pago permitidos,PAYMENT,check_payment_methods
he olvidado mi pin podría restablecerlo,ACCOUNT,recover_password
necesito ayuda para verificar mis métodos de pago,PAYMENT,check_payment_methods
no sé qué hacer para cancelar mi suscripción a newxletter,SUBSCRIPTION,newsletter_subscription
tengo que presentar una reclamación como cliente contra su empresa,FEEDBACK,complaint
en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
no sé qué hacer para crear una cuenta tipo_cuenta,ACCOUNT,create_account
tengo que notificar un error de pago,PAYMENT,payment_issue
no sé qué hacer para editar la dirección de envío,SHIPPING,change_shipping_address
no puedo contactar con un asistente,CONTACT,contact_human_agent
no sé cómo comprobar tus métodos de pago,PAYMENT,check_payment_methods
hay problemas al configurar la nueva dirección de entrega,SHIPPING,set_up_shipping_address
dónde puedo solicitar el reembolso de mi dinero,REFUND,get_refund
espero una restitución de simbolo_moneda monto_reembolso ya se ha procesado,REFUND,track_refund
assistanec para notificar problemas de registro,ACCOUNT,registration_problems
asistencia para contactar con un agente,CONTACT,contact_human_agent
es posible cambiar a la cuenta freemium,ACCOUNT,switch_account
tengo que adquirir algunos de sus artículos,ORDER,place_order
puedo cambiar a la cuenta pro,ACCOUNT,switch_account
tengo que ver en qué casos puedo pedir un reembolso,REFUND,check_refund_policy
cambiar la información de la cuenta premium,ACCOUNT,edit_account
quiero recibir el reembolso de mi dinero,REFUND,get_refund
necesito ayuda para exigir la restitución de mi dinero,REFUND,get_refund
no estoy satisfecho con su trabajo presente una reclamación,FEEDBACK,complaint
intento averiguar en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
consultar las tarifas de cancelación,CANCEL,check_cancellation_fee
quiero ayuda para saber a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
estoy intentando cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
necesito recuperar mi pin de usuario podrías ayudarme,ACCOUNT,recover_password
obtener facturas de nombre_persona,INVOICE,get_invoice
necesito ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
eliminando la cuenta tipo_cuenta,ACCOUNT,delete_account
necesito información sobre la cancelación de una cuenta tipo_cuenta,ACCOUNT,delete_account
intento comunicarme con el servicio de atención al cliente,CONTACT,contact_customer_service
quiero ayuda para dejar comentarios,FEEDBACK,review
informar de un problema al crear una cuenta,ACCOUNT,registration_problems
puedo eliminar varios artículos de la compra numero_pedido,ORDER,change_order
quiero presentar una reclamación,FEEDBACK,complaint
cambiando la información de la cuenta tipo_cuenta,ACCOUNT,edit_account
cómo escribir una reseña,FEEDBACK,review
quiero ayuda para cambiar un artículo de compra numero_pedido,ORDER,change_order
no puedo editar mi dirección de envío,SHIPPING,change_shipping_address
qué debo hacer para actualizar mi dirección de entrega,SHIPPING,change_shipping_address
no encuentro los cargos por cancelación,CANCEL,check_cancellation_fee
quiero ayuda para saber cuándo puedo esperar el paquete,DELIVERY,delivery_period
quiero ayuda para descargar la factura de nombre_persona,INVOICE,get_invoice
obtener factura de nombre_persona,INVOICE,get_invoice
dónde puedo consultar los gastos de cancelación,CANCEL,check_cancellation_fee
es posible darse de baja del boletín informativo de su empresa,SUBSCRIPTION,newsletter_subscription
ayúdame a usar el perfil tipo_cuenta,ACCOUNT,switch_account
dónde puedo informar sobre problemas con el pago,PAYMENT,payment_issue
ayuda para solicitar un artículo,ORDER,place_order
cambio de datos en la cuenta de oro,ACCOUNT,edit_account
ayuda para editar la dirección de entrega,SHIPPING,change_shipping_address
cuánto tiempo tardaré en recibir mi dinero de vuelta,REFUND,get_refund
dónde puedo obtener una compensación por mi dinero,REFUND,get_refund
dónde puedo consultar el estado actual de mi pedido numero_pedido,ORDER,track_order
es posible realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options
estoy buscando información sobre una modificación de dirección,SHIPPING,change_shipping_address
no sé qué debo hacer para descargar mi factura n 12588,INVOICE,get_invoice
necesito ayuda para enviar comentarios sobre su empresa,FEEDBACK,review
qué debo hacer para ver el estado actual de mi compensación,REFUND,track_refund
dónde puedo recuperar mi llave,ACCOUNT,recover_password
dónde puedo conseguir un artículo,ORDER,place_order
ayúdenme a ver en qué horario está disponible el servicio al cliente,CONTACT,contact_customer_service
estoy intentando configurar mi dirección de envío secundaria,SHIPPING,set_up_shipping_address
necesito ayuda para conseguir algunos de sus artículos,ORDER,place_order
no puedo registrarme necesito ayuda para informar sobre problemas de registro,ACCOUNT,registration_problems
necesito ayuda para abrir mi cuenta tipo_cuenta,ACCOUNT,create_account
no quiero comprar numero_pedido,ORDER,cancel_order
quiero ayuda para informar sobre un problema de registro,ACCOUNT,registration_problems
