instruction,category,intent,source
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
"Por favor, escalen mi caso a soporte",Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
¿Me pueden transferir con un asesor?,Atención general,contact_human_agent,synthetic
"Por favor, que me atienda una persona",Atención general,contact_human_agent,synthetic
Necesito un humano para revisar la gestión,Atención general,contact_human_agent,synthetic
Quiero atención humana para la gestión,Atención general,contact_human_agent,synthetic
Solicito asesor,Atención general,contact_human_agent,synthetic
Necesito hablar con un asesor,Atención general,contact_human_agent,synthetic
"Por favor, que me atienda una persona",Atención general,contact_human_agent,synthetic
"Por favor, que me atienda una persona",Atención general,contact_human_agent,synthetic
Quiero atención humana para mi solicitud,Atención general,contact_human_agent,synthetic
Quiero atención humana para este problema,Atención general,contact_human_agent,synthetic
¿Me pueden transferir con un asesor?,Atención general,contact_human_agent,synthetic
"Por favor, que me atienda una persona",Atención general,contact_human_agent,synthetic
Necesito un humano para revisar este problema,Atención general,contact_human_agent,synthetic
"No quiero seguir con el bot, necesito un agente",Atención general,contact_human_agent,synthetic
Quiero atención humana para mi solicitud,Atención general,contact_human_agent,synthetic
"Por favor, que me atienda una persona",Atención general,contact_human_agent,synthetic
Quiero atención humana para la gestión,Atención general,contact_human_agent,synthetic
