instruction,category,intent,instruction_es
check invoice from {{Person Name}},INVOICE,check_invoice,Revisar factura de {{Nombre de la persona}}
problems with {{Account Type}} account terminations,ACCOUNT,delete_account,Problemas con la cancelación de cuentas de {{Account Type}}
what do I have to do to shop several of your product?,ORDER,place_order,¿Qué debo hacer para comprar varios de sus productos?
I do not know what I have to do to look for the bill #12588,INVOICE,check_invoice,No sé qué tengo que hacer para buscar la factura n.° 12588.
i cannot track my restitution,REFUND,track_refund,No puedo rastrear mi restitución.
i need help restoring myt user profile pin code,ACCOUNT,recover_password,Necesito ayuda para recuperar el código PIN de mi perfil de usuario.
could you help me deleting a platinum account?,ACCOUNT,delete_account,¿Podrías ayudarme a eliminar una cuenta platino?
i have to locate purchase {{Order Number}} i need assistance,ORDER,track_order,Tengo que localizar la compra {{Número de pedido}}. Necesito ayuda.
can i retrieve my prfile pin code,ACCOUNT,recover_password,¿Puedo recuperar el código PIN de mi perfil?
rebating {{Refund Amount}} dollars,REFUND,get_refund,reembolso de {{Importe del reembolso}} dólares
assistance to see the termination charge,CANCEL,check_cancellation_fee,asistencia para ver el cargo por cancelación
I want to report a problem with payment,PAYMENT,payment_issue,Quiero reportar un problema con el pago.
can you give me information about the PIN code reset?,ACCOUNT,recover_password,¿Podrías darme información sobre cómo restablecer el código PIN?
"I want to see your money back guarantee, how can I do it?",REFUND,check_refund_policy,"Quiero ver su garantía de devolución de dinero, ¿cómo puedo hacerlo?"
I do not know how to enter the secondary shipping address,SHIPPING,set_up_shipping_address,No sé cómo introducir la dirección de envío secundaria.
can you tell me about my newsletter subscription?,SUBSCRIPTION,newsletter_subscription,¿Podría informarme sobre mi suscripción al boletín informativo?
I don't know how I can submit some feedback,FEEDBACK,review,No sé cómo puedo enviar comentarios.
need help informing of signup issues,ACCOUNT,registration_problems,Necesito ayuda para informar sobre problemas de registro.
wanna open a {{Account Type}} account for my fiance,ACCOUNT,create_account,Quiero abrir una cuenta {{Account Type}} para mi prometido
i have a problem with the deletino of a gold account,ACCOUNT,delete_account,Tengo un problema con la eliminación de una cuenta Gold.
i want assistance to see the compensation current status,REFUND,track_refund,Quiero ayuda para ver el estado actual de la compensación.
I'd like to purcjase several of ur item help me,ORDER,place_order,"Me gustaría comprar varios de sus artículos, ayúdenme."
could you help me use the gold profile?,ACCOUNT,switch_account,¿Podrías ayudarme a usar el perfil dorado?
is it possible to check hwat payment methods ya accept,PAYMENT,check_payment_methods,¿Es posible consultar qué métodos de pago aceptan?
can you help me leave an opinion foor a product?,FEEDBACK,review,¿Me puedes ayudar a dejar una opinión sobre un producto?
can I use the {{Account Category}} profile?,ACCOUNT,switch_account,¿Puedo usar el perfil {{Categoría de cuenta}}?
"I bought some article, help canceling order {{Order Number}}",ORDER,cancel_order,"Compré un artículo, necesito ayuda para cancelar el pedido {{Número de pedido}}."
notify of troubles with payment,PAYMENT,payment_issue,notificar problemas con el pago
what do i have to do to retrieve my account pin,ACCOUNT,recover_password,¿Qué debo hacer para recuperar mi PIN de cuenta?
is it possible to contact a human agent?,CONTACT,contact_human_agent,¿Es posible contactar con un agente humano?
icant cancel my subscription to ur corporate newsletter,SUBSCRIPTION,newsletter_subscription,No puedo cancelar mi suscripción a su boletín corporativo.
i dont know how to look for  my invoice #85632,INVOICE,check_invoice,No sé cómo buscar mi factura n.° 85632.
help me to talk with customer service,CONTACT,contact_customer_service,Ayúdenme a hablar con el servicio al cliente.
I need to cancel purchase {{Order Number}},ORDER,cancel_order,Necesito cancelar la compra {{Número de pedido}}
I do not know how to sign up to the newsletter,SUBSCRIPTION,newsletter_subscription,No sé cómo suscribirme al boletín informativo.
what is my rebate status?,REFUND,track_refund,¿Cuál es el estado de mi reembolso?
I have a problem with the deletion of my {{Account Category}} account,ACCOUNT,delete_account,Tengo un problema con la eliminación de mi cuenta {{Account Category}}.
how to lodge a consumer complaint against your business?,FEEDBACK,complaint,¿Cómo presentar una queja como consumidor contra su empresa?
eta fo order {{Order Number}},ORDER,track_order,Fecha estimada de entrega del pedido {{Número de pedido}}
help removing the pro account,ACCOUNT,delete_account,Ayuda para eliminar la cuenta Pro
I do not know what I have to do to download the bill #37777,INVOICE,get_invoice,No sé qué tengo que hacer para descargar la factura n.° 37777.
is it possible to chcek the termination charges?,CANCEL,check_cancellation_fee,¿Es posible consultar los gastos de cancelación?
i try to cancel order {{Order Number}},ORDER,cancel_order,Intento cancelar el pedido {{Número de pedido}}
I do not know how to reset the pass of my profile,ACCOUNT,recover_password,No sé cómo restablecer la contraseña de mi perfil.
can you tell me more about a delivery address correction?,SHIPPING,change_shipping_address,¿Podría darme más información sobre la corrección de la dirección de entrega?
i dont know what i have to do to switch to the gold account,ACCOUNT,switch_account,No sé qué tengo que hacer para cambiar a la cuenta Gold.
I want help using the freemium account,ACCOUNT,switch_account,Quiero ayuda para usar la cuenta freemium.
need assistance closing my freemium account,ACCOUNT,delete_account,Necesito ayuda para cerrar mi cuenta freemium.
"I need to sign up to the newsletter, how can I do it?",SUBSCRIPTION,newsletter_subscription,"Necesito suscribirme al boletín informativo, ¿cómo puedo hacerlo?"
I need assistance to remove my {{Account Type}} account,ACCOUNT,delete_account,Necesito ayuda para eliminar mi cuenta {{Account Type}}
I need to get a rebate,REFUND,get_refund,Necesito obtener un reembolso
need to see how soon can i expect the order could uhelp me,DELIVERY,delivery_period,"Necesito saber cuándo puedo esperar el pedido, ¿podrías ayudarme?"
i cant switch to the premium account,ACCOUNT,switch_account,No puedo cambiar a la cuenta premium.
uhave an address to send some feedback for a product,FEEDBACK,review,Tienes una dirección para enviar comentarios sobre un producto.
get invoice from {{Person Name}},INVOICE,get_invoice,Obtener factura de {{Nombre de la persona}}
I don't know what I have to do to open a pro account,ACCOUNT,create_account,No sé qué tengo que hacer para abrir una cuenta Pro.
"I have got to leave feedback about your company, I need help",FEEDBACK,review,"Tengo que dejar una reseña sobre su empresa, necesito ayuda."
where to inform of errorswith registrations?,ACCOUNT,registration_problems,¿Dónde informar de los errores en los registros?
i need help to use the fucking {{Account Type}} profile,ACCOUNT,switch_account,Necesito ayuda para usar el maldito perfil {{Account Type}}
need assistance to check ur available payment options,PAYMENT,check_payment_methods,¿Necesitas ayuda para consultar tus opciones de pago disponibles?
I don't know how to talk with an agent,CONTACT,contact_human_agent,No sé cómo hablar con un agente.
I have to speak to fucking ucstomer support,CONTACT,contact_customer_service,Tengo que hablar con el maldito soporte al cliente.
wanna see how long it takes for my purchase to arrive,DELIVERY,delivery_period,Quiero saber cuánto tarda en llegar mi compra.
I am trying to see the status of purchase {{Order Number}},ORDER,track_order,Estoy intentando ver el estado de la compra {{Número de pedido}}
need help to see what hours i can reach customer assistance,CONTACT,contact_customer_service,Necesito ayuda para saber en qué horario puedo contactar con atención al cliente.
i have got to track purchase {{Order Number}} help me,ORDER,track_order,Tengo que rastrear la compra {{Número de pedido}} ayúdenme
I want information about updating order {{Order Number}},ORDER,change_order,Quiero información sobre la actualización del pedido {{Número de pedido}}.
"I paid {{Currency Symbol}}{{Refund Amount}} for these articles, I have to obtain a rebate",REFUND,get_refund,"Pagué {{Currency Symbol}}{{Refund Amount}} por estos artículos, tengo que obtener un reembolso."
I want assistance finding the bills from {{Person Name}},INVOICE,check_invoice,Quiero ayuda para encontrar las facturas de {{Nombre de la persona}}.
i have to use the freemium account could ya help m,ACCOUNT,switch_account,"Tengo que usar la cuenta freemium, ¿podrías ayudarme?"
tell me about updating my delivery address,SHIPPING,change_shipping_address,Cuéntame cómo actualizar mi dirección de entrega
help me to close the platinum account,ACCOUNT,delete_account,Ayúdame a cerrar la cuenta platino.
I expect a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Espero una compensación de {{Moneda Símbolo}}{{Importe del Reembolso}}
checking invoice from last month,INVOICE,check_invoice,Revisando la factura del mes pasado.
I want to lodge a customer complaint,FEEDBACK,complaint,Quiero presentar una queja de cliente.
I am trying to restore my user profile key,ACCOUNT,recover_password,Estoy intentando restaurar la clave de mi perfil de usuario.
I need help to notify of a trouble with payment,PAYMENT,payment_issue,Necesito ayuda para notificar un problema con el pago.
checking status of order {{Order Number}},ORDER,track_order,Comprobando el estado del pedido {{Número de pedido}}
see what payment methods are available,PAYMENT,check_payment_methods,Consulta qué métodos de pago están disponibles.
I don't know what I have to do to track order {{Order Number}},ORDER,track_order,No sé qué tengo que hacer para rastrear el pedido {{Número de pedido}}.
help me use the {{Account Type}} profile,ACCOUNT,switch_account,Ayúdame a usar el perfil {{Account Type}}
i need help reporting problems with online payment,PAYMENT,payment_issue,Necesito ayuda para reportar problemas con el pago en línea.
what do I need to do to get my bill from {{Person Name}}?,INVOICE,get_invoice,¿Qué debo hacer para obtener mi factura de {{Nombre de la persona}}?
help me see at what time I can call customer assistance,CONTACT,contact_customer_service,Ayúdenme a saber a qué hora puedo llamar al servicio de atención al cliente.
